"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15130","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC EN] Trading / Learn / All resources","content\trading.spec.ts","",""
"","9945","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[SCB ZH_HANT] Header auth entry","header\header-auth.spec.ts","",""
"","15929","Country dropdown opens with a search box","chromium","2026-06-16","passed","2026-06-16","[CYSEC PL] Header regional settings","header\header-regional-settings.spec.ts","",""
"","20303","Cyprus appears in the country search results","chromium","2026-06-16","passed","2026-06-16","[CYSEC RO] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8814","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB FR] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","9003","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","10054","Entity matches the license","chromium","2026-06-16","passed","2026-06-16","[SCB ZH_HANT] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8593","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB VI] Pricing / Pricing","content\pricing.spec.ts","",""
"","8407","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CMA EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","8419","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CMA EN] Trading / Learn / All resources","content\trading.spec.ts","",""
"","9156","Login button opens the login form","chromium","2026-06-16","passed","2026-06-16","[CMA AR] Header auth entry","header\header-auth.spec.ts","",""
"","16045","Cyprus can be selected","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8608","Entity matches the license","chromium","2026-06-16","passed","2026-06-16","[SCB MN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15614","Regional settings opens","chromium","2026-06-16","passed","2026-06-16","[CYSEC EL] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8968","Open account button opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB RU] Header auth entry","header\header-auth.spec.ts","",""
"","9573","Logo opens main page","chromium","2026-06-16","passed","2026-06-16","[SCB ES] Header navigation","header\header-navigation.spec.ts","",""
"","22111","Country dropdown opens with a search box","chromium","2026-06-16","passed","2026-06-16","[CYSEC RO] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15461","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","14983","[tiles_w_img_btn2_signup] opens the sign up form","chromium","2026-06-16","skipped","2026-06-16","[CYSEC HU] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","11268","Switching language keeps the license","chromium","2026-06-16","passed","2026-06-16","[SCB ES] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15164","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC IT] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","9027","Regional settings opens","chromium","2026-06-16","passed","2026-06-16","[CMA AR] Header regional settings","header\header-regional-settings.spec.ts","",""
"","20172","[banner_with_steps] opens the sign up form","chromium","2026-06-16","failed","2026-06-16","[CYSEC IT] Pricing / Pricing","content\pricing.spec.ts","",""
"","9345","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB DE] Trading / Learn / All resources","content\trading.spec.ts","",""
"","15102","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","8907","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CMA EN] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","10474","Switching language keeps the license","chromium","2026-06-16","passed","2026-06-16","[SCB VI] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15128","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC PL] Trading / Learn / All resources","content\trading.spec.ts","",""
"","8712","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB DE] Trading / Learn / Trading psychology","content\trading.spec.ts","",""
"","15095","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC HU] Trading / Learn / All resources","content\trading.spec.ts","",""
"","8825","Entity matches the license","chromium","2026-06-16","passed","2026-06-16","[SCB AR] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8765","[background_banner_block_btn1_signup] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[FCA EN] Trading / Learn / Trading strategies","content\trading.spec.ts","",""
"","15061","[background_banner_block_btn2_demo] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC FR] Trading / Learn / All resources","content\trading.spec.ts","",""
"","8431","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[ASIC EN] Trading / Learn / Trading psychology","content\trading.spec.ts","",""
"","9041","Country dropdown opens with a search box","chromium","2026-06-16","passed","2026-06-16","[SCB DE] Header regional settings","header\header-regional-settings.spec.ts","",""
"","21451","Cyprus appears in the country search results","chromium","2026-06-16","passed","2026-06-16","[CYSEC NL] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8769","Regional settings opens","chromium","2026-06-16","passed","2026-06-16","[CMA EN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","9305","United Arab Emirates appears in the country search results","chromium","2026-06-16","passed","2026-06-16","[CMA EN] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15092","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC NL] Trading / Learn / All resources","content\trading.spec.ts","",""
"","16186","Albania appears in the country search results","chromium","2026-06-16","passed","2026-06-16","[SCB VI] Header regional settings","header\header-regional-settings.spec.ts","",""
"","8458","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[SCB DE] Trading / Learn / Technical analysis","content\trading.spec.ts","",""
"","9040","Regional settings opens","chromium","2026-06-16","passed","2026-06-16","[SCB ZH_HANS] Header regional settings","header\header-regional-settings.spec.ts","",""
"","15204","[banner_with_steps] opens the sign up form","chromium","2026-06-16","passed","2026-06-16","[CYSEC DE] Trading / Learn / All resources","content\trading.spec.ts","",""
